bulk_id,car_reg_no,vehicle_speed,heading,distance,altitude,o_s1_b1_voltage,o_s2_b2_voltage,o_s1_current,calculated_engine_load,engine_rpm,spark_advance,absolute_load_value,throttle_position,relative_throttle_position,absolute_throttle_position,ap_pos_d,ap_pos_e,commanded_exhaust_gas_recirculation,commanded_evaporative_purge,commanded_throttle_actuator,fuel_rail_pressure,o_s1_b1_fuel_air_equivalence_ratio,fuel_tank_level_input,o_s1_b1_fuelair_equivalence_ratio,short_term_fuel_trim_b1,long_term_fuel_trim_b1,fuel_air_commanded_equivalence_ratio,hybrid_battery_pack_remaining,intake_manifold_absolute_pressure,mass_air_flow_rate,egr_error,absolute_barometric_pressure,engine_coolant_temperature,intake_air_temperature,catalyst_temperature_b1_s1,catalyst_temperature_b1_s2,ambient_air_temperature,time_stamp,latitude,longitude
37121825,113,14.0,287.397552,,-6.2000,,0.7000,0.0000,31.3725,983.0000,55.6863,17.0000,16.4706,0.0000,48.6300,16.0800,32.1600,,38.0400,,,14.7000,,0.0000,0.7813,3.9063,,,,2.1800,,100.0000,91.0000,48.0000,0.0000,0.0000,28.0000,"2024-08-31 20:57:37",24.931641,67.100594
37121826,113,8.0,287.397552,,-6.2000,,0.7000,0.0000,39.6078,802.0000,57.2549,26.0000,16.8627,0.0000,48.2400,16.0800,32.1600,,38.0400,,,14.7000,,0.0000,0.7813,3.9063,,,,2.3200,,99.0000,91.0000,48.0000,0.0000,0.0000,28.0000,"2024-08-31 20:57:39",24.931641,67.100594
37121827,113,5.0,204.625549,,-6.2000,,0.6800,0.0000,60.0000,802.0000,57.2549,26.0000,16.8627,0.0000,48.2400,16.0800,32.1600,,27.8400,,,14.7000,,0.0000,0.7813,3.9063,,,,2.4200,,99.0000,91.0000,48.0000,0.0000,0.0000,28.0000,"2024-08-31 20:57:41",24.931356,67.100456
37121828,113,6.0,204.625549,,-6.2000,,0.6800,0.0000,62.3529,745.0000,47.4510,36.0000,17.2549,0.0000,49.8000,16.8600,32.5500,,38.8200,,,14.7000,,0.0000,-2.3438,3.9063,,,,4.0900,,100.0000,91.0000,48.0000,0.0000,0.0000,28.0000,"2024-08-31 20:57:43",24.931356,67.100456
37121829,113,5.0,204.625549,,-6.2000,,0.6800,0.0000,57.2549,834.0000,52.5490,32.0000,17.6471,0.0000,49.8000,16.8600,32.1600,,41.5700,,,14.7000,,0.0000,-3.1250,3.9063,,,,3.6400,,100.0000,91.0000,48.0000,0.0000,0.0000,28.0000,"2024-08-31 20:57:45",24.931356,67.100456
37121830,113,4.0,204.625549,,-6.2000,,0.6600,0.0000,57.6471,789.0000,57.2549,35.0000,17.6471,0.0000,49.8000,16.0800,32.1600,,27.4500,,,14.7000,,0.0000,-1.5625,3.9063,,,,3.6000,,99.0000,92.0000,48.0000,0.0000,0.0000,28.0000,"2024-08-31 20:57:47",24.931356,67.100456
37121831,113,3.0,204.625549,,-6.2000,,0.6600,0.0000,61.1765,825.0000,54.5098,34.0000,17.6471,0.0000,49.4100,16.0800,32.1600,,29.0200,,,14.7000,,0.0000,0.0000,3.9063,,,,3.7900,,99.0000,92.0000,48.0000,0.0000,0.0000,28.0000,"2024-08-31 20:57:49",24.931356,67.100456
37121832,113,3.0,181.935379,,-5.3000,,0.6600,0.0000,52.5490,846.0000,46.2745,24.0000,15.6863,0.0000,47.8400,16.0800,32.1600,,21.9600,,,14.7000,,0.0000,1.5625,3.9063,,,,2.5400,,99.0000,92.0000,48.0000,0.0000,0.0000,28.0000,"2024-08-31 20:57:51",24.931145,67.100449
37121833,113,0.0,181.935379,,-5.3000,,0.6400,0.0000,48.6275,710.0000,49.8039,28.0000,15.6863,0.0000,47.4500,16.0800,32.1600,,21.5700,,,14.7000,,0.0000,0.0000,3.9063,,,,2.5900,,99.0000,92.0000,49.0000,0.0000,0.0000,28.0000,"2024-08-31 20:57:53",24.931145,67.100449
37121834,113,0.0,181.935379,,-5.3000,,0.6250,0.0000,48.2353,723.0000,48.2353,27.0000,15.6863,0.0000,47.4500,16.0800,32.1600,,21.9600,,,14.7000,,0.0000,2.3438,3.9063,,,,2.5400,,99.0000,93.0000,49.0000,0.0000,0.0000,28.0000,"2024-08-31 20:57:55",24.931145,67.100449
37121835,113,0.0,181.935379,,-5.3000,,0.6250,0.0000,49.4118,760.0000,47.8431,27.0000,16.4706,0.0000,48.2400,16.0800,32.1600,,23.1400,,,14.7000,,0.0000,1.5625,3.9063,,,,2.7000,,99.0000,93.0000,49.0000,0.0000,0.0000,28.0000,"2024-08-31 20:57:57",24.931145,67.100449
37121836,113,0.0,54.911175,,-5.3000,,0.6250,0.0000,47.0588,796.0000,41.9608,25.0000,16.0784,0.0000,50.2000,16.0800,32.1600,,25.8800,,,14.7000,,0.0000,-2.3438,3.9063,,,,3.6000,,99.0000,93.0000,49.0000,0.0000,0.0000,28.0000,"2024-08-31 20:57:59",24.931170,67.100487
37121837,113,0.0,54.911175,,-5.3000,,0.6050,0.0000,92.5490,114.0000,56.4706,57.0000,16.8627,0.0000,49.8000,16.0800,32.1600,,29.4100,,,14.7000,,0.0000,-6.2500,3.9063,,,,4.8100,,99.0000,93.0000,49.0000,0.0000,0.0000,28.0000,"2024-08-31 20:58:01",24.931170,67.100487
37121838,113,0.0,54.911175,,-5.3000,,0.5450,0.0000,0.0000,0.0000,54.1176,0.0000,16.8627,0.0000,50.2000,16.0800,32.1600,,0.0000,,,11.7598,,0.0000,0.0000,3.9063,,,,0.2300,,99.0000,93.0000,49.0000,0.0000,0.0000,28.0000,"2024-08-31 20:58:03",24.931170,67.100487
37121839,113,0.0,54.911175,,-5.3000,,0.5450,0.0000,0.0000,0.0000,54.1176,0.0000,16.8627,0.0000,50.2000,16.0800,32.1600,,0.0000,,,11.7598,,0.0000,0.0000,3.9063,,,,0.2300,,99.0000,93.0000,49.0000,0.0000,0.0000,28.0000,"2024-08-31 20:58:05",24.931170,67.100487
37121840,113,0.0,54.911175,,-5.3000,,0.5450,0.0000,0.0000,0.0000,54.1176,0.0000,16.8627,0.0000,50.2000,16.0800,32.1600,,0.0000,,,11.7598,,0.0000,0.0000,3.9063,,,,0.2300,,99.0000,93.0000,49.0000,0.0000,0.0000,28.0000,"2024-08-31 20:58:07",24.931170,67.100487
37121841,113,0.0,54.911175,,-5.3000,,0.5450,0.0000,0.0000,0.0000,54.1176,0.0000,16.8627,0.0000,50.2000,16.0800,32.1600,,0.0000,,,11.7598,,0.0000,0.0000,3.9063,,,,0.2300,,99.0000,93.0000,49.0000,0.0000,0.0000,28.0000,"2024-08-31 20:58:09",24.931170,67.100487
37121842,113,0.0,54.911175,,-5.3000,,0.5450,0.0000,0.0000,0.0000,54.1176,0.0000,16.8627,0.0000,50.2000,16.0800,32.1600,,0.0000,,,11.7598,,0.0000,0.0000,3.9063,,,,0.2300,,99.0000,93.0000,49.0000,0.0000,0.0000,28.0000,"2024-08-31 20:58:11",24.931170,67.100487
37121843,113,0.0,0.000000,,0.0000,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,"2024-08-31 21:05:26",0.000000,0.000000
37121844,113,0.0,0.000000,,0.0000,,0.8350,0.0000,92.1569,1726.0000,54.9020,62.0000,29.8039,12.9400,64.3100,,,,,,,,,,0.0000,0.0000,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,"2024-08-31 21:05:28",0.000000,0.000000
37121845,113,37.0,0.000000,,-1.0000,,0.8350,0.0000,92.1569,1726.0000,54.9020,62.0000,29.8039,12.9400,64.3100,30.9800,46.6700,,65.4900,,,14.7000,,0.0000,2.3438,3.1250,,,,10.0100,,99.0000,91.0000,51.0000,0.0000,0.0000,31.0000,"2024-08-31 21:05:30",24.929611,67.100861
37121846,113,37.0,0.000000,,-1.0000,,0.7800,0.0000,90.9804,1292.0000,55.2941,53.0000,24.3137,6.6700,56.4700,25.4900,40.7800,,60.3900,,,14.7000,,0.0000,0.7813,4.6875,,,,7.0700,,99.0000,91.0000,51.0000,0.0000,0.0000,31.0000,"2024-08-31 21:05:32",24.929611,67.100861
37121847,113,39.0,0.000000,,-1.0000,,0.7200,0.0000,67.8431,1164.0000,34.5098,15.0000,15.2941,0.0000,46.6700,16.0800,32.1600,,60.3900,,,14.7000,,0.0000,0.7813,4.6875,,,,7.0700,,99.0000,92.0000,51.0000,0.0000,0.0000,31.0000,"2024-08-31 21:05:34",24.929611,67.100861
37121848,113,37.0,0.000000,,-1.0000,,0.0000,0.0000,38.8235,1250.0000,41.9608,15.0000,15.2941,0.0000,46.6700,16.0800,32.1600,,0.0000,,,12.5857,,0.0000,0.0000,3.9063,,,,2.3200,,99.0000,92.0000,52.0000,0.0000,0.0000,31.0000,"2024-08-31 21:05:36",24.929611,67.100861
37121849,113,37.0,0.000000,,-1.0000,,0.0000,0.0000,38.8235,1250.0000,41.9608,22.0000,17.2549,0.0000,49.0200,16.0800,32.1600,,0.0000,,,12.5857,,0.0000,0.0000,3.9063,,,,3.2800,,99.0000,91.0000,52.0000,0.0000,0.0000,31.0000,"2024-08-31 21:05:38",24.929611,67.100861
37121850,113,24.0,0.000000,,-1.0000,,0.0350,0.0000,83.1373,1878.0000,61.5686,49.0000,25.0980,7.0600,59.2200,27.4500,43.5300,,15.2900,,,13.5924,,0.0000,2.3438,1.5625,,,,11.7800,,99.0000,91.0000,52.0000,0.0000,0.0000,31.0000,"2024-08-31 21:05:40",24.929611,67.100861
37121851,113,23.0,0.000000,,-1.0000,,0.7200,0.0000,72.9412,1189.0000,43.9216,20.0000,16.8627,0.0000,48.2400,16.0800,43.5300,,15.2900,,,13.5924,,0.0000,2.3438,1.5625,,,,11.7800,,99.0000,91.0000,51.0000,0.0000,0.0000,31.0000,"2024-08-31 21:05:42",24.929611,67.100861
37121852,113,21.0,0.000000,,-1.0000,,0.7200,0.0000,72.9412,1189.0000,43.9216,20.0000,16.8627,0.0000,48.2400,16.0800,32.1600,,11.3700,,,14.7000,,0.0000,-1.5625,3.9063,,,,3.5600,,99.0000,91.0000,51.0000,0.0000,0.0000,31.0000,"2024-08-31 21:05:44",24.929611,67.100861
37121853,113,21.0,0.000000,,-1.0000,,0.9150,0.0000,46.2745,1009.0000,56.0784,26.0000,17.2549,0.0000,49.0200,16.0800,32.1600,,12.9400,,,14.7000,,0.0000,3.1250,3.9063,,,,2.3900,,99.0000,91.0000,51.0000,0.0000,0.0000,31.0000,"2024-08-31 21:05:46",24.929611,67.100861
37121854,113,7.0,128.658951,,-1.0000,,0.8750,0.0000,52.9412,1097.0000,64.7059,29.0000,19.2157,3.1400,52.5500,23.1400,39.6100,,45.8800,,,14.7000,,0.0000,3.1250,3.9063,,,,2.3900,,99.0000,91.0000,51.0000,0.0000,0.0000,31.0000,"2024-08-31 21:05:48",24.928507,67.102379
37121855,113,10.0,128.658951,,-1.0000,,0.8550,0.0000,86.2745,1630.0000,57.2549,60.0000,19.2157,3.1400,52.5500,23.1400,39.6100,,45.8800,,,14.7000,,0.0000,2.3438,3.1250,,,,12.1000,,99.0000,91.0000,51.0000,0.0000,0.0000,31.0000,"2024-08-31 21:05:50",24.928507,67.102379
37121856,113,10.0,128.658951,,-1.0000,,0.8550,0.0000,86.2745,1630.0000,57.2549,60.0000,27.4510,10.9800,61.5700,30.2000,46.2700,,100.0000,,,14.7000,,0.0000,2.3438,3.9063,,,,9.2100,,99.0000,91.0000,51.0000,0.0000,0.0000,31.0000,"2024-08-31 21:05:52",24.928507,67.102379
37121857,113,20.0,128.658951,,-1.0000,,0.8350,0.0000,89.4118,1067.0000,54.1176,19.0000,16.4706,0.0000,48.6300,16.0800,32.1600,,27.0600,,,14.7000,,0.0000,1.5625,3.9063,,,,3.5400,,99.0000,91.0000,51.0000,0.0000,0.0000,31.0000,"2024-08-31 21:05:54",24.928507,67.102379
37121858,113,20.0,128.658951,,-1.0000,,0.8200,0.0000,73.7255,1638.0000,67.4510,28.0000,17.2549,0.0000,48.2400,16.0800,32.5500,,27.0600,,,14.7000,,0.0000,1.5625,3.9063,,,,3.5400,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:05:56",24.928507,67.102379
37121859,113,20.0,128.658951,,-1.0000,,0.8200,0.0000,71.7647,1637.0000,70.9804,33.0000,20.3922,2.7500,48.2400,16.0800,32.5500,,29.8000,,,14.7000,,0.0000,3.1250,2.3438,,,,11.2300,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:05:58",24.928507,67.102379
37121860,113,26.0,128.658951,,-1.0000,,0.8000,0.0000,59.6078,1194.0000,45.8824,21.0000,16.8627,0.0000,48.6300,16.0800,32.1600,,26.2700,,,14.7000,,0.0000,0.0000,3.1250,,,,6.3700,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:00",24.928507,67.102379
37121861,113,25.0,128.658951,,-1.0000,,0.8000,0.0000,68.2353,1746.0000,71.3726,42.0000,19.2157,0.7800,49.0200,16.0800,32.1600,,38.0400,,,14.7000,,0.0000,-0.7813,3.9063,,,,2.3700,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:02",24.928507,67.102379
37121862,113,26.0,128.658951,,-1.0000,,0.7800,0.0000,33.3333,1020.0000,51.7647,18.0000,16.8627,0.0000,48.6300,16.0800,32.1600,,20.7800,,,14.7000,,0.0000,0.7813,3.9063,,,,2.4600,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:04",24.928507,67.102379
37121863,113,23.0,140.495178,,0.4000,,0.7800,0.0000,59.2157,1603.0000,75.6863,42.0000,21.9608,0.0000,48.6300,16.0800,32.1600,,21.5700,,,14.7000,,0.0000,1.5625,0.7813,,,,5.7500,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:06",24.927750,67.103073
37121864,113,23.0,140.495178,,0.4000,,0.7800,0.0000,74.1176,1176.0000,62.3529,43.0000,19.2157,1.1800,48.2400,18.8200,34.5100,,34.9000,,,14.7000,,0.0000,2.3438,3.9063,,,,7.0400,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:08",24.927750,67.103073
37121865,113,25.0,140.495178,,0.4000,,0.7800,0.0000,45.0980,908.0000,50.5882,32.0000,17.6471,0.0000,49.4100,16.0800,31.7600,,25.1000,,,14.7000,,0.0000,-1.5625,3.9063,,,,3.0700,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:10",24.927750,67.103073
37121866,113,22.0,140.495178,,0.4000,,0.7600,0.0000,65.0980,1302.0000,56.8627,73.0000,23.5294,5.8800,56.8600,23.5300,39.2200,,72.1600,,,14.7000,,0.0000,-1.5625,3.9063,,,,9.7100,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:12",24.927750,67.103073
37121867,113,23.0,140.495178,,0.4000,,0.7600,0.0000,77.6471,1174.0000,59.2157,20.0000,17.2549,0.0000,49.0200,16.0800,32.1600,,33.3300,,,14.7000,,0.0000,2.3438,4.6875,,,,8.2300,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:14",24.927750,67.103073
37121868,113,22.0,140.495178,,0.4000,,0.7600,0.0000,57.2549,1388.0000,72.1569,38.0000,20.3922,3.5300,53.3300,20.7800,36.4700,,44.7100,,,14.7000,,0.0000,1.5625,3.9063,,,,6.7900,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:16",24.927750,67.103073
37121869,113,22.0,140.495178,,0.4000,,0.7400,0.0000,77.6471,1569.0000,51.7647,35.0000,22.3529,5.8800,56.8600,24.3100,40.3900,,71.3700,,,14.7000,,0.0000,0.0000,3.1250,,,,10.2600,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:18",24.927750,67.103073
37121870,113,24.0,140.495178,,0.4000,,0.7400,0.0000,56.0784,1228.0000,43.5294,16.0000,16.8627,0.0000,48.2400,16.0800,32.1600,,100.0000,,,14.7000,,0.0000,2.3438,3.1250,,,,10.2500,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:20",24.927750,67.103073
37121871,113,24.0,140.495178,,0.4000,,0.7200,0.0000,34.1176,1031.0000,61.1765,57.0000,23.1373,5.8800,56.4700,24.7100,40.3900,,68.2400,,,14.7000,,0.0000,2.3438,3.9063,,,,9.4800,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:22",24.927750,67.103073
37121872,113,22.0,140.851730,,0.4000,,0.7200,0.0000,73.3333,1503.0000,67.0588,48.0000,23.1373,6.2700,56.8600,26.2700,42.3500,,73.3300,,,14.7000,,0.0000,2.3438,4.6875,,,,10.5900,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:24",24.926945,67.103790
37121873,113,25.0,140.851730,,0.4000,,0.7000,0.0000,70.5882,1725.0000,66.6667,14.0000,16.8627,0.0000,48.6300,22.7500,39.6100,,44.7100,,,14.7000,,0.0000,-1.5625,3.9063,,,,10.7300,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:26",24.926945,67.103790
37121874,113,24.0,140.851730,,0.4000,,0.7000,0.0000,33.7255,1017.0000,51.7647,18.0000,16.8627,0.0000,54.9000,18.4300,32.1600,,29.4100,,,14.7000,,0.0000,1.5625,3.9063,,,,1.8100,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:28",24.926945,67.103790
37121875,113,22.0,140.851730,,0.4000,,0.6800,0.0000,46.6667,1080.0000,51.7647,18.0000,16.8627,0.0000,54.9000,18.4300,35.6900,,43.9200,,,14.7000,,0.0000,1.5625,3.1250,,,,6.2000,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:30",24.926945,67.103790
37121876,113,22.0,140.851730,,0.4000,,0.6800,0.0000,46.6667,1080.0000,52.1569,25.0000,17.6471,0.0000,49.8000,18.0400,32.5500,,30.2000,,,14.7000,,0.0000,-1.5625,3.9063,,,,3.4300,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:32",24.926945,67.103790
37121877,113,18.0,140.851730,,0.4000,,0.6600,0.0000,45.0980,1034.0000,53.3333,26.0000,17.6471,0.0000,49.8000,16.0800,32.1600,,29.4100,,,14.7000,,0.0000,0.7813,3.9063,,,,3.4300,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:34",24.926945,67.103790
37121878,113,14.0,140.851730,,0.4000,,0.6250,0.0000,46.6667,925.0000,58.8235,30.0000,17.6471,0.0000,50.9800,16.0800,32.1600,,29.4100,,,14.7000,,0.0000,0.7813,3.9063,,,,3.5100,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:36",24.926945,67.103790
37121879,113,5.0,140.851730,,0.4000,,0.6050,0.0000,46.6667,925.0000,58.8235,30.0000,17.6471,0.0000,50.9800,16.0800,32.1600,,28.6300,,,14.7000,,0.0000,1.5625,3.9063,,,,3.6200,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:38",24.926945,67.103790
37121880,113,5.0,140.851730,,0.4000,,0.6050,0.0000,60.7843,821.0000,49.8039,36.0000,17.6471,0.0000,49.4100,16.0800,32.1600,,29.4100,,,14.7000,,0.0000,3.1250,3.9063,,,,2.2800,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:40",24.926945,67.103790
37121881,113,3.0,140.851730,,0.4000,,0.5450,0.0000,61.9608,767.0000,51.7647,66.0000,18.0392,0.0000,50.2000,19.2200,32.1600,,33.7300,,,14.7000,,0.0000,3.1250,3.9063,,,,2.2800,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:42",24.926945,67.103790
37121882,113,3.0,140.851730,,0.4000,,0.4100,0.0000,60.0000,820.0000,53.3333,66.0000,18.0392,0.0000,50.2000,19.2200,32.1600,,33.7300,,,14.7000,,0.0000,4.6875,3.9063,,,,3.6500,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:44",24.926945,67.103790
37121883,113,3.0,140.851730,,0.4000,,0.4100,0.0000,60.0000,820.0000,53.3333,34.0000,18.8235,1.1800,50.9800,20.0000,34.9000,,38.8200,,,14.7000,,0.0000,4.6875,3.9063,,,,4.7600,,99.0000,92.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:46",24.926945,67.103790
37121884,113,6.0,148.952560,,0.4000,,0.4100,0.0000,51.7647,1408.0000,69.0196,28.0000,18.4314,0.0000,50.5900,21.1800,36.8600,,42.7500,,,14.7000,,0.0000,5.4688,1.5625,,,,4.7600,,99.0000,92.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:48",24.926289,67.104225
37121885,113,12.0,148.952560,,0.4000,,0.3700,0.0000,34.5098,1277.0000,63.1373,28.0000,20.0000,6.2700,54.9000,25.1000,41.1800,,42.7500,,,14.7000,,0.0000,5.4688,1.5625,,,,2.4300,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:50",24.926289,67.104225
37121886,113,17.0,148.952560,,0.4000,,0.3500,0.0000,88.2353,1560.0000,56.8627,28.0000,20.0000,6.2700,54.9000,25.1000,41.1800,,69.8000,,,14.7000,,0.0000,2.3438,3.1250,,,,10.8500,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:52",24.926289,67.104225
37121887,113,17.0,148.952560,,0.4000,,0.3500,0.0000,88.2353,1560.0000,56.8627,44.0000,20.0000,3.1400,50.2000,19.2200,32.1600,,39.2200,,,14.7000,,0.0000,3.9063,3.9063,,,,1.9200,,99.0000,91.0000,51.0000,0.0000,0.0000,30.0000,"2024-08-31 21:06:54",24.926289,67.104225
37121888,113,22.0,148.952560,,0.4000,,0.3500,0.0000,60.0000,1589.0000,75.2941,53.0000,23.9216,9.0200,56.4700,24.3100,40.0000,,92.5500,,,14.7000,,0.0000,1.5625,3.9063,,,,1.9200,,99.0000,91.0000,51.0000,0.0000,0.0000,29.0000,"2024-08-31 21:06:56",24.926289,67.104225
37121889,113,25.0,148.952560,,0.4000,,0.3100,0.0000,44.7059,1156.0000,52.5490,27.0000,18.0392,0.0000,50.2000,16.0800,32.1600,,39.2200,,,14.7000,,0.0000,1.5625,3.9063,,,,7.2900,,99.0000,91.0000,51.0000,0.0000,0.0000,29.0000,"2024-08-31 21:06:58",24.926289,67.104225
37121890,113,25.0,148.952560,,0.4000,,0.2900,0.0000,45.8824,1025.0000,52.5490,27.0000,17.6471,0.0000,49.8000,16.0800,32.1600,,33.7300,,,14.7000,,0.0000,-0.7813,3.9063,,,,3.6200,,99.0000,91.0000,51.0000,0.0000,0.0000,29.0000,"2024-08-31 21:07:00",24.926289,67.104225
37121891,113,12.0,148.952560,,0.4000,,0.2500,0.0000,48.2353,950.0000,56.8627,28.0000,17.6471,0.0000,49.8000,16.0800,32.1600,,33.7300,,,14.7000,,0.0000,-0.7813,3.9063,,,,3.5000,,99.0000,91.0000,51.0000,0.0000,0.0000,29.0000,"2024-08-31 21:07:02",24.926289,67.104225
37121892,113,7.0,148.952560,,0.4000,,0.2300,0.0000,65.4902,1484.0000,56.8627,28.0000,17.6471,0.0000,49.8000,18.4300,35.2900,,32.1600,,,14.7000,,0.0000,1.5625,3.9063,,,,6.5300,,99.0000,91.0000,51.0000,0.0000,0.0000,29.0000,"2024-08-31 21:07:04",24.926289,67.104225
37121893,113,7.0,148.952560,,0.4000,,0.2300,0.0000,65.4902,1484.0000,72.9412,36.0000,20.7843,2.7500,53.3300,21.5700,37.2500,,53.3300,,,14.7000,,0.0000,2.3438,4.6875,,,,8.0000,,99.0000,91.0000,51.0000,0.0000,0.0000,29.0000,"2024-08-31 21:07:06",24.926289,67.104225
37121894,113,13.0,219.272934,,0.1000,,0.4250,0.0000,76.8627,1229.0000,60.3922,47.0000,21.9608,4.3100,55.6900,25.4900,41.1800,,83.5300,,,14.7000,,0.0000,0.0000,4.6875,,,,8.0000,,99.0000,91.0000,51.0000,0.0000,0.0000,29.0000,"2024-08-31 21:07:08",24.925869,67.103851
37121895,113,21.0,219.272934,,0.1000,,0.7400,0.0000,79.2157,1090.0000,57.6471,48.0000,16.0784,0.0000,47.0600,16.0800,41.1800,,83.5300,,,14.7000,,0.0000,0.0000,4.6875,,,,7.1700,,99.0000,91.0000,51.0000,0.0000,0.0000,29.0000,"2024-08-31 21:07:10",24.925869,67.103851
37121896,113,24.0,219.272934,,0.1000,,0.1750,0.0000,26.6667,1307.0000,57.6471,48.0000,16.0784,0.0000,47.0600,16.0800,32.1600,,44.7100,,,14.7000,,0.0000,0.0000,3.9063,,,,1.8400,,99.0000,91.0000,51.0000,0.0000,0.0000,29.0000,"2024-08-31 21:07:12",24.925869,67.103851
37121897,113,24.0,219.272934,,0.1000,,0.1750,0.0000,26.6667,1307.0000,63.5294,14.0000,16.8627,0.0000,48.6300,16.0800,32.1600,,0.0000,,,12.5857,,0.0000,0.0000,3.9063,,,,2.1800,,99.0000,91.0000,51.0000,0.0000,0.0000,29.0000,"2024-08-31 21:07:14",24.925869,67.103851
37121898,113,20.0,219.272934,,0.1000,,0.0150,0.0000,49.8039,892.0000,42.7451,31.0000,17.6471,0.0000,49.8000,16.0800,32.1600,,0.0000,,,13.5924,,0.0000,0.0000,3.9063,,,,3.1500,,99.0000,91.0000,51.0000,0.0000,0.0000,29.0000,"2024-08-31 21:07:16",24.925869,67.103851
37121899,113,8.0,219.272934,,0.1000,,0.0550,0.0000,60.7843,834.0000,50.9804,35.0000,18.0392,0.0000,50.2000,16.0800,32.1600,,0.0000,,,13.5924,,0.0000,0.0000,3.9063,,,,3.1500,,99.0000,91.0000,51.0000,0.0000,0.0000,29.0000,"2024-08-31 21:07:18",24.925869,67.103851
37121900,113,3.0,219.272934,,0.1000,,0.0950,0.0000,58.4314,809.0000,50.9804,35.0000,18.0392,0.0000,50.2000,16.0800,32.1600,,27.0600,,,13.5924,,0.0000,-1.5625,3.9063,,,,3.5900,,99.0000,91.0000,51.0000,0.0000,0.0000,29.0000,"2024-08-31 21:07:20",24.925869,67.103851
37121901,113,3.0,219.272934,,0.1000,,0.0950,0.0000,58.4314,809.0000,52.9412,34.0000,18.0392,0.0000,49.8000,16.0800,32.1600,,28.2400,,,14.0253,,0.0000,0.0000,3.9063,,,,3.6400,,99.0000,91.0000,51.0000,0.0000,0.0000,29.0000,"2024-08-31 21:07:22",24.925869,67.103851
37121902,113,0.0,219.272934,,0.1000,,0.0950,0.0000,59.2157,793.0000,54.5098,36.0000,18.0392,0.0000,50.2000,20.3900,36.0800,,32.5500,,,14.0253,,0.0000,0.0000,3.9063,,,,3.6400,,99.0000,91.0000,51.0000,0.0000,0.0000,29.0000,"2024-08-31 21:07:24",24.925869,67.103851
37121903,113,4.0,213.772461,,0.1000,,0.1150,0.0000,60.3922,810.0000,54.5098,36.0000,18.0392,0.0000,50.2000,20.3900,36.0800,,32.5500,,,14.7000,,0.0000,2.3438,3.9063,,,,3.3500,,99.0000,92.0000,51.0000,0.0000,0.0000,29.0000,"2024-08-31 21:07:26",24.925306,67.103432
37121904,113,4.0,213.772461,,0.1000,,0.1150,0.0000,60.3922,810.0000,50.5882,34.0000,18.0392,0.0000,50.2000,18.0400,33.7300,,29.8000,,,14.7000,,0.0000,-2.3438,3.9063,,,,3.7600,,99.0000,92.0000,51.0000,0.0000,0.0000,29.0000,"2024-08-31 21:07:28",24.925306,67.103432
